VMail Message;Day Mins;Eve Mins;Night Mins;Intl Mins;Area Code;Phone
0;131.7;216.5;196.1;11;510;358-3114
0;101.4;159.1;259.2;12.2;415;343-9654
23;149;235.8;201.8;9.5;415;401-9909
36;96.8;170.6;166;13.4;415;404-9978
0;107.5;256.4;247.2;12.6;408;397-8011
0;232.8;303.4;255.6;12.9;415;341-8719
43;121.1;260.2;222.4;8.3;415;408-1242
0;124.3;270.7;239.5;3.5;510;406-7726
0;157.7;298.6;216.9;13.8;415;351-2773
0;124.3;207.1;157.4;14.8;408;368-6174
0;286.4;205.7;191.4;6.9;415;334-5029
0;141.7;205.6;218.5;8.8;415;413-1789
25;173;245.8;300;4.8;408;414-1246
0;268.7;301;167;5.8;415;330-4978
31;218.5;134.2;118.9;9.4;415;386-1631
0;255.3;194.6;276.6;3.7;415;363-1208
0;41.9;211;237.9;11.4;415;334-5263
0;260.8;258.1;131.3;5.8;415;361-4137
26;239.4;259.4;238;7.7;408;374-8187
0;226.7;168.4;188.7;10.2;510;370-1525
0;179.3;208.9;248.2;13.5;408;355-3801
0;158;197;154.9;10;510;392-5605
23;175.7;258.9;268.4;14.1;510;363-1366
0;157.4;167.8;188.8;8.8;415;358-5274
0;113.1;168.8;262.9;6.9;510;376-9607
0;182.7;246.5;218;8.8;415;374-1213
0;161.3;124.4;262;14.1;415;421-8537
0;142.5;208.3;228.9;7.5;415;351-5576
0;190.5;259.7;141.5;9.7;415;407-7258
15;159.3;170.6;141.2;11.9;408;405-4420
39;153.8;123.3;117.8;9.2;408;340-2855
0;180.7;174.6;165.3;12;408;342-8002
0;202.7;224.9;253.9;12.1;408;355-6826
35;190.8;261.3;209.5;8.9;415;402-3886
0;205.1;232.7;259.9;9.2;415;336-5900
28;235.6;236.8;241.2;7.7;415;339-7684
0;189.3;155.9;186;7.4;510;390-2433
42;166.9;273.2;171;11.5;408;360-7246
0;245.2;254.1;239.4;7.5;415;335-6508
0;132.6;221.1;127.9;12.7;415;348-6720
0;182.3;139.8;171.6;11.6;415;406-6400
14;192.3;88.7;229.4;10.5;510;390-7370
0;122;220.2;179.7;10.8;510;390-5055
0;193;250;133.3;9.6;408;405-7542
0;158.6;220;252.9;9.1;415;364-4927
39;91.5;219.9;229;12.7;415;329-3458
0;153.6;205.5;114.5;12.5;510;331-3842
40;221.6;157.1;222.4;11.5;415;343-4147
0;244.7;168;281.5;6.6;415;335-2274
24;239.8;285.9;256.7;9.5;408;343-3227
0;172.4;230.5;228.2;11;415;336-6907
0;242.5;245.4;219.6;10;415;331-1391
39;117.6;159.2;236.4;11.3;510;360-1643
0;174.5;259.3;170.5;11.3;510;410-2518
0;157.3;220.9;218.9;12;510;344-4970
21;192;239.1;116.1;15.1;415;408-1486
0;218.2;169.3;141.1;8;510;396-1648
29;144.6;140;165.4;10.9;415;391-2022
0;153.6;232.9;214.2;14.1;415;420-6465
29;135.8;222.5;235.6;7.9;510;398-2628
0;160.7;146.8;287.8;8.2;510;409-5519
31;202.5;241.4;169.6;7.8;408;391-8554
34;152.2;227.1;195.7;12.3;510;395-1693
0;227.4;73.2;114.3;4.7;510;393-3194
0;191.6;205.6;210.2;9.2;408;328-3402
0;138.9;211.6;179.5;10.8;510;411-4781
0;127;206.9;231.7;6.1;408;401-2581
0;168.6;259.2;279.8;7.3;415;385-1214
0;286.6;223.2;203.7;11.5;415;348-6853
29;164.6;262.8;123.8;15.2;415;341-8412
0;144;135.8;212.4;13;415;330-8142
47;141.6;207.9;203.6;10.2;415;361-1404
0;204.3;247.3;214.7;12;415;375-9671
0;163.2;167.6;87.5;6.2;510;372-1824
0;225;244.2;221.2;10.7;510;408-3606
0;176.1;199.7;263.9;8.5;415;333-3595
36;254.2;228.1;98;13.8;415;379-7009
0;174.9;262;210;8.5;510;411-4940
0;187.3;160.7;263.8;9.6;415;409-7523
0;211.8;230.9;217.1;10.7;415;408-6725
0;241.9;126.9;185.6;11.7;415;350-2384
0;196.1;199.7;135.9;12.9;408;348-1706
0;231.3;210.4;217.4;12.4;415;415-6145
0;161.6;196.3;294.8;13.8;408;373-3731
0;194;241;227.5;11.9;415;341-3349
0;109.7;223.8;240.3;15.4;510;399-8859
0;277;238.3;94.4;8.3;408;377-4518
0;192.1;163.6;169.7;6.1;408;341-1594
0;198.4;216.9;112.8;13.1;415;418-8770
42;209.2;159.7;181.6;9.5;415;332-9118
0;184.8;216.4;141.1;18.4;415;386-1418
0;167.8;142;190.7;7.3;408;393-3535
0;139.2;191.4;286.5;11.8;408;328-9006
17;221.3;167.6;262.7;4.4;415;402-2482
0;121.6;165.3;243.9;8.9;510;408-4865
39;270.4;245.1;108.9;15.4;408;396-6247
0;139.6;240.9;127.1;8.8;408;396-9462
23;253;138.9;277.8;11.8;415;396-9279
26;183.9;240.7;185.7;15;510;363-8715
0;203.3;259.9;115.9;7.8;415;356-1358
0;200.6;152.5;199.4;7.7;408;360-7839
0;167.6;176;250.9;13.4;415;364-8774
0;156.5;204.3;141.9;9.9;408;348-5038
25;215.1;197.4;162.1;10.6;415;365-4728
0;301.7;167.1;72.2;10.5;408;351-9037
42;152.3;267.5;266.9;11.3;415;397-9184
0;195.4;212.1;138.4;15.1;510;398-4538
0;208.7;275.5;182.5;8;408;382-6827
29;190.1;223.2;256.2;14.2;415;408-1340
37;185.4;178.5;218.3;8;415;333-9511
17;183.2;252.8;156.7;9.7;415;358-7379
0;54.2;303.2;171.8;8.6;510;397-1766
26;208;185;177.7;8.1;408;331-2144
0;230.3;77.9;247.1;13.2;415;345-7014
22;240.8;75.9;224.6;7.1;510;395-1898
21;195.7;106.2;157.4;5.3;510;373-8920
0;276.1;201.1;231.3;8.9;408;373-8908
0;166.1;175.9;243.5;16.2;408;415-1203
28;135.9;244.5;207.5;11.5;510;369-7017
0;189.1;223.2;269;13.9;415;420-8435
43;177.9;175.1;161.3;11.5;510;395-2579
39;143.9;210.3;129.2;12.5;408;405-7850
0;148.2;159.6;197.4;8.6;510;394-7710
0;287.1;159.3;216.8;13.9;408;342-4122
26;179.7;218.1;212.3;9.3;408;340-1876
0;165.8;190;144;10.9;510;383-6095
25;144.1;167.6;240;14.5;510;413-1061
0;172.5;253.1;221.6;5.9;415;343-5347
0;199.8;167.1;271.8;5.5;415;376-4861
0;109.1;142.3;91.2;10.9;510;417-2265
0;171.8;301.7;139.4;9.7;408;419-7415
0;222.3;286;249.4;12.1;415;407-2259
0;245.8;264.7;111.7;11.2;510;333-2906
0;164.6;270.6;230.4;8;510;360-7477
0;211.7;271.7;203.3;7.4;408;342-5243
16;147.2;160.1;184;7.7;408;417-3999
0;254.7;252.2;178.1;8;408;379-1720
0;170.1;271.8;110.7;8.7;408;368-3117
0;195.1;261.5;203.8;11.4;510;352-5000
0;149.3;187.1;149.8;7.9;408;405-7676
0;81.9;253.8;213.1;8.9;510;361-2349
25;191.1;149.6;227.8;9.8;408;383-2901
0;206.9;224.4;197.4;8.3;408;369-7049
0;239;273;278.2;13.5;408;387-5533
0;179.3;252.7;227.5;8;415;362-3660
0;185.3;219.1;243.6;5.5;408;357-3577
0;141.4;123.9;323.5;8.1;510;394-3312
25;248.6;119.3;194.3;12;510;395-8330
0;152.5;252.4;185.4;4.9;510;373-8895
0;145.6;230.9;181.5;11.4;415;386-4581
0;164.2;196.2;236.1;8.1;415;354-8191
0;221;165.4;235.4;9.7;408;359-7562
0;295.4;232.1;204.4;11.5;415;359-4336
0;139.8;174.9;201.6;9.4;510;336-9901
0;162.3;149.1;255.5;14.8;415;406-3069
0;272.7;236.4;235.5;7.7;415;334-6519
33;200.3;226.6;198.8;12.9;408;361-8113
28;157.1;172.4;184.5;11.1;510;347-9769
12;135.8;200.6;192.4;12.3;510;352-9130
0;236.7;231.9;164.7;12.7;408;378-4557
0;111.4;175;217.2;5.5;510;360-8919
28;156.1;107.1;167.7;14.7;510;405-4109
0;191.1;282.8;84.8;12;408;381-2498
0;153;141.1;171.5;10.3;415;357-5696
0;218.8;242.8;85.8;10.3;415;412-2947
0;205.4;134.9;310.5;10.3;415;363-3571
0;225.2;184.9;143.2;9.9;415;405-5403
0;249.9;254.5;273.2;8.9;510;330-9354
0;131.6;137;256.3;10.2;408;396-7091
21;197.9;165.6;208;10.1;408;398-3004
0;166.5;210.2;257.2;9.9;415;400-4020
29;225.4;187.1;281.1;12.9;415;356-3448
0;275.8;189.5;223.9;7.4;415;335-2019
40;142.9;88.6;290;10.8;415;332-6633
0;207.2;256;211;9.9;510;359-7648
0;206.2;211.2;196.2;10.2;408;412-9190
0;210.3;195.8;221.6;11.2;415;368-9007
38;225.7;119.6;193.2;14;510;384-5632
33;167.8;205.3;130;14.5;408;352-6068
0;197.7;152.2;221;7;415;343-9645
39;169.8;65.2;144.4;10.9;415;384-7873
28;190.6;237.3;211.6;9.8;408;396-2187
45;80.3;153.3;309.2;12.8;408;383-5109
36;231.7;225.1;201.7;12.1;415;377-7843
0;69.1;230.3;256.7;6.5;415;382-7999
0;188.8;217.4;220.1;8.2;408;328-1222
0;150.6;169.1;221.2;10.4;408;371-1727
0;192;139.5;187.4;5.5;510;369-8871
25;163.7;113.2;134.1;9.9;408;335-9726
0;211.7;198.7;301.7;6.5;415;357-3709
0;175.5;132.3;242.9;11.8;415;422-9964
0;150.1;200.1;266.7;11;510;366-9211
0;189.5;176.3;225.9;14.2;408;384-9033
0;70.8;215.6;230.8;9.5;408;382-4932
0;215.5;190.7;214.5;8.6;415;404-7518
0;101.7;202.8;136.2;9.4;415;353-1954
0;258.4;126.8;182.4;9.7;415;391-7166
0;242.4;152.9;318.3;11.8;408;370-9000
0;131.8;284.3;305.5;11.3;415;332-3642
0;190.2;197.7;247.5;9.8;415;412-3898
0;154.1;204.2;196.2;9.8;408;366-5640
0;188;90.5;150.3;15.3;510;356-2302
0;103.1;275;141.1;11.2;510;345-9018
0;175.4;159.5;260.6;11.6;415;365-6205
0;145.4;209.1;214;10.9;415;337-1151
0;250.6;187.9;120.3;7.8;510;374-4664
0;161.5;214.2;315;8.6;415;396-9656
0;260.1;256.5;229.1;10;408;377-5043
0;281.3;301.5;202.8;8.7;415;401-7359
42;130.1;167;244.7;13.6;415;375-2184
0;102;113.3;188.6;11.4;415;367-6005
33;218.7;155;99;12.1;415;364-2166
30;128.5;188.4;254.4;6.8;408;414-4741
0;128.7;227.1;178.1;9.2;510;403-9719
0;172.2;162.6;250.3;8.7;415;371-8452
0;199.2;126;289.2;7.6;408;392-6239
0;184.5;200.5;279.2;8.8;415;410-5250
0;168.6;175.6;243.3;10.9;510;336-1574
30;174;205.3;218.2;6.7;415;406-8324
0;230.4;257.4;107.3;8.5;415;411-7110
0;198.2;202.8;146.4;5.1;408;341-9907
0;186.1;211.6;230.6;8;510;400-8952
0;148.5;243;255.2;6.8;415;333-9266
0;157.1;268.8;181.5;10;415;419-4894
0;155;133.4;176.1;7;415;364-9904
26;129.3;176.5;154.5;9.6;415;394-3048
0;188.5;182;218.2;6.1;415;352-6265
0;208.8;225.3;221.6;11.1;408;357-3187
0;238;278.5;193.1;11.8;510;373-8483
0;211.1;206.9;193.9;5.6;415;375-9930
30;198.9;207;159.8;12.6;510;352-6282
0;212.8;204.1;156.2;10.2;408;396-2945
0;137.4;120;130.3;12.4;510;412-3527
31;191.8;267.8;200.5;12.8;510;328-4231
0;149;49.2;163.3;13.9;510;413-9055
0;117.1;249.6;162.2;11.1;408;363-8755
0;108;241.9;252.1;10.4;415;388-8891
0;112.8;199.4;142.7;10.1;415;360-1776
0;175.9;188.3;188.3;11;510;411-3578
0;236.6;169.9;212.3;11.1;510;399-7268
0;169.4;184.9;234.3;2;415;350-1532
0;129.6;246.2;172.1;9.4;415;359-2197
0;177.1;184.7;174.1;8;408;407-9290
20;133.3;184.1;272.9;13.5;510;358-6672
0;167.8;212.9;208.2;13;510;393-4621
32;174.6;310.6;234.7;9;415;336-7357
0;150.3;255.9;136.7;12.5;415;351-1466
21;283.2;239.7;149.5;6.3;510;394-6668
20;157.8;161.5;271.5;8.7;408;403-2673
0;141.2;149.1;171.4;7;408;355-1735
27;230.2;196.1;215.4;10.4;415;416-7679
0;237.8;208.9;167.8;15.6;415;340-4972
0;204;168.5;164;13.3;510;417-4826
0;221.1;178.6;202.7;7.4;510;408-6676
0;177.2;142.6;314.1;12.7;408;417-6683
0;118;248.1;214.4;5.3;510;331-6270
0;163.8;255.6;192.9;15.7;415;404-9754
4;141.3;230.4;223.7;9.4;510;364-9425
0;272.5;226.1;159.1;16.4;415;339-6477
16;118.9;228.3;180.1;8.2;408;362-2787
0;7.9;136.4;156.6;12.1;415;405-9233
0;159.5;167.2;138.6;10.2;408;416-1845
0;150.2;185.7;212.5;12.1;408;385-9657
30;144.5;262.3;226.5;12;415;420-5652
0;140.7;210.9;229.9;12.4;415;415-1141
0;169.2;216.8;179.4;12.6;510;334-5634
0;220.8;148.5;183.9;7.6;510;403-4200
0;216.3;266.3;214;4.5;510;357-7893
0;169.5;157.6;98.2;10.6;510;369-2899
35;256.3;258.1;215.5;11.7;510;381-1026
0;179.7;299.8;185.3;7.6;415;388-8722
0;266;130.1;165.8;13.1;415;418-3135
0;96.7;193.8;171.7;9.7;415;380-3974
0;82.7;194.6;159;10.9;408;338-7232
0;168.2;161.7;192.4;10.1;415;334-5223
0;286.4;178.2;214.2;10.7;408;340-8323
0;174.3;186.6;258.2;12.9;408;337-6851
0;190.6;161.7;189.9;13;415;344-5973
0;175.5;205.1;245.2;17.8;510;335-2261
0;133.4;204.6;196.9;11.1;415;343-1458
27;204.6;136;210.5;6.6;510;415-4875
0;242.2;233.2;188.5;6.2;510;381-2726
33;253.1;210.1;95;11.9;415;395-3852
0;130;185.3;178.7;8.3;415;358-7914
0;105.9;189.6;170.9;12.7;408;332-6958
0;194.2;193.8;192;9.3;415;355-1019
0;183.8;123.5;160.7;6.1;408;382-9447
0;196.5;190;163.2;10.8;415;386-8536
0;184.5;172;183.4;13.7;510;363-3818
0;261.9;148.1;145.2;13.8;408;360-6416
0;202.4;260.2;177.4;9.2;510;332-8764
39;167.4;172.7;192.6;9.5;415;398-4814
22;167.7;246.8;203.9;7.5;415;410-5963
30;191.7;193;149.4;11.1;415;399-6642
0;240.2;230.3;217;5.2;415;390-9986
26;189.1;178.2;199.3;11.1;415;391-1793
0;127.7;182.9;172.9;10.6;408;352-5542
0;205.2;99.5;189.5;13.4;415;386-8118
23;153.6;216.9;161.3;12.6;415;394-9825
0;154.5;193.6;180.9;13.4;510;382-4952
0;153.7;194;256.1;14.1;415;387-2698
36;171.2;185.8;227.6;10.8;408;417-1360
0;328.1;151.7;303.5;8.7;510;408-4836
0;145.9;208.2;180.9;14.4;415;374-8329
37;201.2;280.1;154.2;11.8;415;363-8424
0;139.1;246;207.2;11.4;510;408-8910
0;118.9;278.3;194.8;13.2;415;399-3840
0;217.6;279;250.7;10.4;408;367-8692
0;145;209.1;328.5;14.6;415;387-4504
0;203.5;289.6;212.9;8.7;510;328-2647
0;240.1;180.4;133.4;8;415;369-7903
0;83.8;240.2;158.6;6.7;408;399-6852
0;269.8;228.8;257.5;10.1;408;335-4888
21;126.3;209.6;192.5;10.6;415;344-2260
15;88.1;175.9;269.9;9.7;510;349-4070
34;218.5;196.7;151.1;9.9;415;394-6505
26;236.8;263.4;181.1;11.2;415;419-3612
0;124.1;192.8;162.9;6.4;408;356-1952
30;184.2;167.5;212.8;10;510;416-7866
0;222.7;277;101.8;13.6;415;398-1759
0;149.2;193.6;248.9;11.1;415;338-9950
0;206.5;180.2;220.6;12.2;510;412-7278
27;159.7;168.8;244.1;9.6;510;347-1263
27;204.7;209.4;212.9;7;415;386-5684
0;213.2;120.7;244.4;7.5;408;334-4354
0;269.6;171.7;219;8.2;415;398-5970
0;116.7;213.8;214.3;9.7;415;330-3429
0;263.4;235.5;102;13;408;418-4637
0;140.2;213.9;120;7.1;408;393-7322
0;197.7;127.6;142.1;13.5;415;353-5557
0;136.2;220.9;196.9;13.3;415;411-5334
16;88.5;178.8;228.7;11.5;415;398-8588
0;215.3;242.4;279.8;12.1;415;374-7285
0;269.2;193.8;257.6;8.9;408;379-7215
25;203.8;267.1;225.1;7.3;510;357-7875
34;268.4;222.2;117.6;10.3;510;393-9677
0;159.1;269.8;220.4;10.3;415;345-9598
0;114.4;127.7;253.1;10.1;415;353-3203
0;138.9;208.9;232.4;9.2;415;330-7486
0;186;237.4;148.1;12.2;415;397-6425
26;170.4;254.5;219.6;15.1;510;338-1815
0;164.5;230.9;149.9;9.9;408;406-5023
0;168.6;168.6;95.3;12.3;408;368-2458
0;261.2;250.8;176;9.8;408;400-8375
0;190.5;178.4;162.4;13.1;415;387-8201
0;181.1;314.4;246.7;4.2;510;346-4360
0;177.1;114.7;153.6;6.5;408;412-8811
0;160.5;240.5;233.5;11.3;415;413-3990
0;134.7;295.3;195.5;6.6;408;345-2448
28;198.2;139.1;199.1;8.8;510;394-4512
0;228.9;255.7;208;10.1;408;400-8538
0;241.7;135.8;277.6;13.1;408;412-8769
0;131.1;176.2;89.7;4.3;415;390-1552
0;234.1;200.2;237.4;13.1;415;389-2477
0;200.1;300.9;236;11.9;415;389-4695
0;154;94.4;287.6;10.1;408;406-8037
23;224.2;189.6;222.8;9.8;415;382-9138
0;148.3;181.6;155.6;8.3;510;414-7942
24;174.6;176.6;214.4;8.8;415;348-7071
0;138.5;153.2;215.6;11.1;415;404-2942
0;109;265.8;228.3;12.6;408;348-3581
0;162.3;212.5;214.7;11.1;408;327-6764
0;210.8;189.6;157.6;16.4;415;405-2831
0;142.4;318.7;224.1;11.1;415;416-4351
37;223.5;235.1;140.1;10.6;415;419-3196
0;182.5;232.1;149.2;7.5;510;411-6211
0;219.6;141.1;205.7;10.8;408;391-8369
0;193.6;238.2;176.4;12.9;408;416-4464
0;192.4;156.9;175.8;11;415;347-1814
0;236.2;189.4;153.6;13.3;408;386-7337
28;233.2;113.3;118;16.1;510;375-8505
0;158.8;188.5;189.3;9.8;510;407-5056
0;126.1;274.7;184.4;9.8;415;367-8924
0;290.4;253.9;263.3;10.1;510;419-5171
30;60.6;165.9;132.8;13.3;408;396-7687
0;148.4;193.8;206;6.9;415;394-4548
0;246.5;216.3;179.6;12.7;415;382-6438
0;298.1;201.3;214.7;9.7;408;413-2194
0;119.3;185.1;157;10.9;510;366-2622
0;242.5;232.9;154;9.6;408;416-7591
18;222.1;160.6;218.8;13.6;408;355-2634
0;236.2;273.9;227;10.1;408;422-5350
0;144.2;212.2;169.3;9.5;510;329-2388
19;154.6;241.6;160;12.6;408;381-5273
25;137.4;176.7;188.2;10.2;415;421-6694
0;103.7;127;329.3;14.4;415;342-1702
0;136.6;209.4;161.1;12.2;415;381-4029
0;289.8;255.6;242.8;11.7;408;335-2967
0;260.9;168.5;178.3;13.3;408;416-6594
0;196.2;176.5;232.4;15.2;510;388-6026
0;195.6;126.4;148.6;14.2;510;367-1024
0;222.2;162.5;184.9;11.9;415;386-7118
0;172.9;183;226.4;9.8;510;346-2020
0;249.8;242.4;231.8;11.6;408;329-9067
0;154.5;216.2;229.8;13.7;510;329-6144
0;90.4;276.2;146.5;12.7;510;332-1502
27;268.8;246.6;271.9;16.4;510;342-8320
0;106.1;157.6;192.5;8.1;408;411-5748
0;27;160.9;279.5;10.7;415;381-9367
27;140.1;223.4;257.9;3.8;415;400-1280
0;245;180.4;262.9;9.7;510;360-5794
0;196.7;205.9;216.6;11.2;408;373-3538
26;131.2;106.5;221.7;10.2;408;394-9942
23;149.6;239.8;293.5;7.4;408;380-3329
0;239.8;251.8;168.6;10.9;415;334-7618
31;142.1;193;253.4;11;408;327-9289
0;115.4;178.7;185.7;6;510;351-2589
31;193;224.8;197.6;10.3;510;368-6892
0;206.1;224.6;256.7;13;415;337-9303
0;160.3;221.3;150.4;11.2;415;377-5258
0;199.9;288.4;180.6;11.3;415;348-5767
0;213.1;206.2;163.4;8.9;415;373-3549
0;178.3;235;239.7;10.9;415;422-8344
0;252.3;207;284.6;12;510;411-2958
0;197.7;136.7;244.4;13.2;415;384-2908
29;111.1;217.9;248.1;6.6;510;347-6393
0;96.5;210.2;146.4;12.5;415;385-7148
0;156.9;122.2;189.1;11.3;415;419-2767
0;123.3;170;165.9;12.7;415;375-1746
0;193.7;183.2;293.7;10.8;415;362-7870
0;206.9;167.7;155.7;10.9;408;410-3725
0;249.8;261.9;166.8;12.7;415;387-1535
0;144;224.7;227.7;10;408;329-2045
33;299.5;163.4;146.7;11.6;415;341-6743
0;226;304.6;181.2;12.6;415;336-8343
0;137.6;143.5;273.7;9.6;415;368-5758
26;211.7;139.2;146.7;11.1;415;346-8362
0;89.7;179.8;145.7;9.5;415;345-9690
0;197.6;246.5;285.3;12.5;408;339-9798
0;270;256.6;168.5;12;408;359-5731
0;224.7;192;212.2;11.3;415;373-2091
0;194.3;123.6;229.5;10.2;510;367-3439
0;47.7;264.4;235.2;13.2;510;367-1681
0;190.1;182.2;279.8;13;415;420-9973
0;89.5;339.9;172.9;7.9;408;351-4025
0;182.6;154.5;196;12.1;415;393-5897
35;205.5;298.5;214.2;6.9;415;384-7216
0;231.5;266.9;211;7.4;415;384-4595
0;251.3;252.5;118.3;9.9;510;329-9667
0;171.2;243.5;178.2;13;415;347-5063
0;197.9;251;138.3;11.2;510;345-8433
0;134.8;204.1;238.4;6.7;510;339-7602
0;191.4;168.5;109.3;10.3;415;332-1109
0;174.5;197.4;238.5;10.6;415;343-3296
0;177.4;226.2;254.1;10.9;415;366-2536
0;182.1;211.5;207.4;6.8;510;355-2293
0;222.4;165.4;208.4;11.2;408;350-9318
0;47.8;178.9;152.6;13.3;510;418-5300
0;121.8;89.3;150.7;10.3;510;395-2626
0;143.5;189.3;174.9;8.8;415;402-7372
0;164.9;210.4;229.4;7.8;415;337-9710
0;193.6;148.7;282.5;13.1;415;363-4967
0;101.1;263.2;137.7;7.3;510;400-5389
24;92.3;193.1;99.3;11.6;415;416-9162
0;168.9;123.9;266.3;2.9;415;414-6541
29;219.2;206;192.4;15;510;392-6647
37;178.1;242.8;243;13;510;343-2465
0;146.5;284.5;176;14;510;338-9171
31;172.3;266.2;228.2;11.8;415;405-4606
0;190.9;149.7;191.4;13;415;386-9711
0;232.1;327.1;226.5;10.9;415;327-8495
0;169.2;173.3;216.5;12.4;415;416-5660
0;123.8;319;237.6;7.3;510;370-3032
0;96;177;162.2;9.7;510;331-8462
27;93.4;252;189;10.9;408;414-4037
0;90.6;170.6;137.4;5.4;415;415-2865
0;152.9;256.6;173.6;5.3;510;362-2353
0;257.9;211.6;189.3;9.4;408;329-5114
29;85.2;230.4;243.6;9;408;351-1389
34;160;184.5;208.3;6.1;415;375-3668
10;182.9;292.4;142.3;11.5;415;375-5414
0;216.2;222.2;192;3.1;415;360-7079
0;261.7;181.8;100.9;3.3;415;344-9302
0;241.2;174.3;245.3;8.5;415;418-1775
0;177.2;123.5;213.2;8.4;510;401-2468
0;89.5;180.8;193.1;14;510;346-4984
16;200.3;197.8;151.1;10.4;415;351-2928
0;145;294.3;239.8;11;510;365-7774
0;159.5;119.7;173.9;6.8;510;358-3691
0;151.8;138;233.5;11.2;415;364-9059
0;176.2;236;152.5;10.6;408;356-7208
0;152.1;121;198;9.8;408;333-5551
0;161.3;220.6;224.7;9.6;408;362-6528
0;171.7;144.5;157.9;6.8;510;394-2560
0;278.9;190.2;255.2;11.7;415;367-3220
27;213;226.2;189.8;11.1;415;418-5708
36;242.9;170.9;177.3;4.8;415;421-2245
0;217.2;303.4;197.1;12.4;415;406-2242
0;175.9;285.2;150.8;13;415;347-6994
0;303.2;170.5;227.6;11.5;415;413-7468
0;238.9;187.2;181.1;11.8;415;389-6082
22;189.6;179;179.6;11.4;415;415-3689
0;133.3;247.8;219;11.3;408;379-2503
28;92.7;127.8;225.6;9.9;415;396-1106
0;177.2;248.9;200.8;8.6;415;379-4372
0;184.5;209;169.7;10.2;415;336-3738
24;176.1;159.4;269.1;12.1;415;380-2600
0;204.7;143.1;165.8;11;415;345-4473
0;143.6;134.3;215.6;15.5;510;380-9990
0;179.3;188.8;253.2;12.1;408;411-1045
0;137.3;212.2;152.7;10.5;415;413-5306
0;237.8;223.5;217.4;10.2;408;417-6906
0;203.7;216.4;154.2;7.6;510;331-4807
25;191.3;250.7;249.4;17.6;415;376-5375
0;209.1;205;119.4;7.8;510;361-9839
33;88.8;109.6;172.7;7.1;510;348-8679
0;97.2;155.6;261.6;12.4;510;403-6565
0;137.9;192.6;255.7;11;510;346-5287
0;224.3;185.7;159.4;10;510;413-6769
13;207.6;152.7;232.8;9.7;408;370-5042
0;268.1;120.5;220.8;14.4;510;397-9486
0;166.7;179.3;242.7;6.8;415;364-3286
0;267.1;180.4;230.6;17.3;408;420-8897
0;181.8;198.6;206.6;9.3;415;378-9506
0;147.1;199.7;160.7;13.7;415;399-6259
29;37.7;144.1;226.6;4.9;415;335-5806
0;185;224.9;212.4;11.4;415;401-6392
0;156.4;171;196.1;8.6;415;379-9859
0;239.3;195.7;232.6;10.9;510;415-4051
29;215.5;161.9;128.3;8.8;415;368-5612
0;134.9;211.5;188.5;11.3;510;374-5301
0;194.8;209.9;194.1;12.8;415;406-5710
20;239.1;209.1;268.2;13.3;408;354-7077
0;92.6;177.6;159.8;14.4;510;343-3340
0;209.4;211.5;291.2;7.2;510;377-8267
0;197.6;164.5;94;6.4;415;382-2453
0;17.6;161.7;203.1;10.6;408;333-7449
0;62.9;202.9;259;8.9;415;366-4287
28;202.3;69.2;257.6;6.7;415;415-2285
0;136.1;181.4;131.4;11.3;415;381-1328
0;207;167.4;238.2;2.6;408;344-4022
33;207.9;233.5;221.3;13.5;408;415-6601
0;276.5;195.6;210.3;7.2;415;351-7309
31;313.8;147.7;192.7;10.1;415;363-7802
25;288.5;203.4;228.4;13;415;408-4870
0;210.9;329.3;127.1;9.4;408;378-9478
35;64.9;184.1;151.6;14.6;408;401-4778
26;243.5;236.8;173.3;9;510;370-9563
0;197;203.7;202;8.7;408;394-6382
31;278;253.2;223.2;8.7;415;333-5295
37;219.9;222.1;118.5;10;510;370-2451
0;313.2;216.3;218.4;12.8;510;401-6982
16;145.7;191;215.5;11.3;408;329-8115
37;75.8;173.6;162.6;8.2;415;340-3409
0;195.9;228.6;303.5;12.2;415;397-5911
0;132;231.2;313.4;8.7;415;415-6127
0;124;262.1;268.2;11.7;510;392-6073
0;171.9;159;139.5;7.6;415;419-6564
31;249.4;209.5;180.6;9.9;510;340-8245
0;228.4;145.1;245.3;7.7;415;376-4540
0;168.6;205.1;175.8;5.9;510;361-5936
0;123.7;248.5;269.6;13.3;415;421-9846
0;178.7;252.3;255.7;8.4;415;356-1582
0;113.2;185.5;237.3;9.5;415;375-4900
25;142.4;313.7;126.6;13.4;415;420-8953
38;204.2;205.9;286.5;8.3;415;376-4035
0;149.7;212.5;245.9;12.6;415;344-5206
0;227.1;120.5;117;4.7;415;328-7833
0;155.3;169.9;207;12.6;415;417-4266
0;156.4;185.5;226.7;11.8;408;351-6574
42;148.7;167.3;270.6;10.4;415;372-8925
0;271.7;155.1;199.5;6.6;510;340-5678
0;193.7;126.9;221.2;8.8;415;361-6814
23;245.5;292.7;184;10.8;415;336-7155
0;245.3;259.9;204.3;10.7;510;342-8167
0;196.1;236.8;182.3;11.9;408;375-9180
0;134.1;195.1;159.6;10.5;415;357-7064
31;225;191.3;226.7;9.1;510;347-5354
0;189.7;115.9;220.6;7.4;510;362-9391
0;142.9;177.9;113.3;6.6;415;386-8984
0;175.6;238;198.4;10.2;415;384-6372
0;92.4;219;212.6;12.9;415;358-1329
0;92.8;159.6;148.7;8.8;510;400-7987
27;221.7;236.1;192.7;8;415;327-8732
0;159.6;276.8;223.5;8.8;510;389-6955
0;144.5;180.5;226;17;415;396-1800
